Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL RIBEIRO DE ABREU,31357642,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DIANOPOLIS, 170 RIBEIRO DE ABREU. 31870-582 Belo Horizonte - MG.",(31) 32776716,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.8375156,-43.901355
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VILA SAO VICENTE,31357650,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HUMAITA, 1149 PADRE EUSTAQUIO. 30720-410 Belo Horizonte - MG.",(31) 32778994,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.92086588,-43.98321715
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CALIFORNIA,31357669,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"BEC QUATRO MIL QUATROCENTOS E VINTE E NOVE, 155 CONJUNTO CALIFORNIA. 30850-513 Belo Horizonte - MG.",(31) 32779216,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.92129953,-44.00885913
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NOVA ESPERANCA,31357677,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE AMERICO VESPUCIO, 1998 CAICARAS. 31230-250 Belo Horizonte - MG.",(31) 32463013,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.89950759,-43.9622906
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PINDORAMA,31357685,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUARARAPES, 01850 PINDORAMA. 30865-000 Belo Horizonte - MG.",(31) 32777253,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.91100814,-44.02106619
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CARLOS PRATES,31357693,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE NOSSA SENHORA DE FATIMA, 2283 CARLOS PRATES. 30710-662 Belo Horizonte - MG.",(31) 32774557,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.91468785,-43.9523715
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SABINOPOLIS,31357707,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SABINOPOLIS, 120 CARLOS PRATES. 30710-340 Belo Horizonte - MG.",(31) 988740934,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.9109496,-43.96035469
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PEDREIRA PRADO LOPES,31357715,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARMO DO RIO CLARO, 203 PEDREIRA PRADO LOPES. 31210-680 Belo Horizonte - MG.",(31) 32776019,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.90329167,-43.94989
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VILA SENHOR DOS PASSOS,31357723,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EVARISTO DA VEIGA, 00239 VILA SENHOR DOS PASSOS. 31210-300 Belo Horizonte - MG.",(31) 32776191,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.9059718,-43.94864001
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PITUCHINHA,31357731,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARQUES DO LAVRADIO, 619 JOAO PINHEIRO. 30530-110 Belo Horizonte - MG.",(31) 32776460,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.92910667,-44.00267167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PRIMEIRO DE MAIO,31357740,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CINCO DE JULHO, 119 PROVIDENCIA. 31810-440 Belo Horizonte - MG.",(31) 32778910,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.85879167,-43.927585
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MINASLANDIA,31357758,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA MADALENA ESTEVES, 95 MINASLANDIA. 31812-115 Belo Horizonte - MG.",(31) 32469555,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.85184,-43.93188
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SAO BERNARDO,31357766,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CECILIA PINTO, 105 SAO BERNARDO. 31741-310 Belo Horizonte - MG.",(31) 32777840,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.84613879,-43.94428421
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VILA CLORIS,31357774,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DAS GAIVOTAS, 838 XODOMARIZE. 31744-145 Belo Horizonte - MG.",(31) 32772819,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.8244034,-43.94232242
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JARDIM GUANABARA,31357782,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO ALVARES CABRAL, 77 JARDIM GUANABARA. 31742-170 Belo Horizonte - MG.",(31) 32776633,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.82899767,-43.93405033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JULIANA,31357790,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA GALERIA, 1130 JULIANA. 31744-540 Belo Horizonte - MG.",(31) 32775535,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.8171879,-43.94250982
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL HELIOPOLIS,31357804,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS BENEDITINOS, 220 HELIOPOLIS. 31730-758 Belo Horizonte - MG.",(31) 32777969,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.84288485,-43.94134811
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CURUMINS,31357812,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CECILIA TRINDADE SILVA, 95 JARDIM FELICIDADE. 31742-533 Belo Horizonte - MG.",(31) 32469616,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.82985167,-43.92817833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL AARAO REIS,31357820,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TRES, 25 SAO GONCALO. 31814-358 Belo Horizonte - MG.",(31) 32776729,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.84741667,-43.92181667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ZILAH SPOSITO,31357839,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA COQUILHO, 75 JAQUELINE. 31748-495 Belo Horizonte - MG.",(31) 32469008,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.80462,-43.92859
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIQUINHAS,31357847,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ACALIFA, 209 MARIQUINHAS. 31744-690 Belo Horizonte - MG.",(31) 32778898,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.81220472,-43.93967841
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BETINHO,31357855,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TRINTA E NOVE, 00060 NOVO AARAO REIS. 31845-430 Belo Horizonte - MG.",(31) 32776643,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.84495376,-43.91362865
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL GRAJAU,31357863,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA INES, 75 SAO JORGE II. 30451-041 Belo Horizonte - MG.",(31) 32777513,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.94260667,-43.96200833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CAC HAVAI,31357871,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE COSTA DO MARFIM, 480 HAVAI. 30575-000 Belo Horizonte - MG.",(31) 32776874,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.96355,-43.97078
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SANTA MARIA,31357880,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO BATISTA VIEIRA, 00720 SANTA MARIA. 30525-395 Belo Horizonte - MG.",(31) 32778921,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.93374045,-44.01753959
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL GAMELEIRA,31357898,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE AMAZONAS, 05855 DA GAMELEIRA. 30510-000 Belo Horizonte - MG.",(31) 32776867,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.94595561,-43.96801027
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SILVA LOBO,31357901,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE SILVA LOBO, 2250 NOVA GRANADA. 30431-360 Belo Horizonte - MG.",(31) 32466013,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.94286,-43.964355
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VILA ANTENA,31357910,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FLOR DO ORIENTE, 137 VILA ANTENA MONTANHES. 30810-427 Belo Horizonte - MG.",(31) 32778997,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.89655036,-43.98539417
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BRAUNAS,31357928,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AUREA ELIZA VALADAO, 40 BRAUNAS. 31370-480 Belo Horizonte - MG.",(31) 32468040,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.84078746,-44.01157835
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PALMEIRAS,31357936,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANUEL ALVES, 100 PALMEIRAS. 30575-540 Belo Horizonte - MG.",(31) 32466033,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.9720932,-43.98096727
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SANTA AMELIA,31357944,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MANOEL EUSTAQUIO, 98 SANTA AMELIA. 31555-140 Belo Horizonte - MG.",(31) 32468041,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-19.84461331,-43.98321473
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ITATIAIA,31357952,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA CECILIA, 270 SANTA TEREZINHA. 31360-230 Belo Horizonte - MG.",(31) 32778528,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.8758574,-44.00636723
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CASTELO,31357960,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CASTELO DE ALCAZAR, 10 CASTELO. 31330-310 Belo Horizonte - MG.",(31) 32778993,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.877291,-43.99747651
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ALAIDE LISBOA,31357979,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE PRESIDENTE ANTONIO CARLOS, 6627 CAMPUS UFMG. 31270-901 Belo Horizonte - MG.",(31) 32777338,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-19.86429,-43.95917
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL ITAMARATI,31357987,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS COMANCHES, 245 SANTA MONICA. 31530-250 Belo Horizonte - MG.",(31) 32469003,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.832145,-43.98036833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VILA APOLONIA,31357995,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARROCOS, 678 APOLONIA. 31540-230 Belo Horizonte - MG.",(31) 32777852,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-19.82746357,-43.99269108
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LAGOA,31358002,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HELCIO PEREIRA FORTES, 06 LAGOA. 31578-225 Belo Horizonte - MG.",(31) 32771827,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Infantil,,-19.80950993,-43.99982275
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VENDA NOVA,31358010,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOUTOR ALVARO CAMARGOS, 200 SAO JOAO BATISTA. 31515-200 Belo Horizonte - MG.",(31) 32469028,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.81920835,-43.95361508
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JARDIM DOS COMERCIARIOS,31358029,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SETE DE OUTUBRO, 600 JARDIM DOS COMERCIARIOS. 31640-565 Belo Horizonte - MG.",(31) 32771856,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.79090037,-43.97647101
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL JARDIM LEBLON,31358037,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRINOPOLIS, 395 JARDIM LEBLON. 31540-470 Belo Horizonte - MG.",(31) 32777317,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.82985535,-43.98877732
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CEU AZUL,31358045,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOAO BATISTA DO GLORIA, 530 PIRATININGA. 31540-100 Belo Horizonte - MG.",(31) 986448190,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.82010167,-43.99187167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PARAUNAS,31358053,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PADRE PEDRO PINTO, 5700 MARIA HELENA. 31660-000 Belo Horizonte - MG.",(31) 32775557,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.80326252,-43.98834599
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SAO JOAO BATISTA,31358061,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR AIMORE DUTRA, 514 SAO JOAO BATISTA. 31520-050 Belo Horizonte - MG.",(31) 32469036,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.82354,-43.96195
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL SOLAR RUBI,31358614,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE WARLEY APARECIDO MARTINS, 854 SOLAR DO BARREIRO. 30670-370 Belo Horizonte - MG.",,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-20.01103798,-44.01467023
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BALEIA,31361690,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JURAMENTO, 660 PARAISO. 30285-408 Belo Horizonte - MG.",(31) 32468545,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.92086893,-43.89940205
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MALDONADO,31361704,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALCINDO GONCALVES COTTA, 105 DIAMANTE. 30640-750 Belo Horizonte - MG.",(31) 32462119,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.98415833,-44.02444167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CINQUENTENARIO,31361712,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVE DOM JOAO VI, 691 CINQUENTENARIO. 30570-066 Belo Horizonte - MG.",(31) 32466074,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.96099455,-43.98219143
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL VILA CALAFATE,31361720,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONTENDAS, 254 ALTO BARROCA. 30431-012 Belo Horizonte - MG.",(31) 32466010,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.93166,-43.97101
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CAMARGOS,31361739,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GENTIL PORTUGAL DO BRASIL, 61 CAMARGOS. 30520-540 Belo Horizonte - MG.",(31) 32469804,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.93451,-44.02104
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL NAVEGANTES,31361747,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RADIALISTA JOSE JUNQUILHO, 32 CEU AZUL. 31585-020 Belo Horizonte - MG.",(31) 32468052,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.82408014,-44.00436871
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PAULO VI,31361763,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA QUATRO MIL SETECENTOS E SESSENTA E NOVE, 150 CONJUNTO PAULO VI. 31998-182 Belo Horizonte - MG.",(31) 989798490,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.83319118,-43.88652695
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL COQUEIROS,31361771,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ENEIDA, 1465 COQUEIROS. 30881-120 Belo Horizonte - MG.",(31) 32463029,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.89861357,-44.0210435
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL BAIRRO DAS INDUSTRIAS,31361780,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA IRMA MARIA PAULA, 254 BAIRRO DAS INDUSTRIAS I. 30610-370 Belo Horizonte - MG.",(31) 32462138,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.96575667,-44.00069833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL DIAMANTE,31361798,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AZARIAS DUARTE, 180 DIAMANTE. 30644-152 Belo Horizonte - MG.",(31) 32462126,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.99669,-44.01942
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL FLORAMAR,31361801,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE FERREIRA MAGALHAES, 87 FLORAMAR. 31742-093 Belo Horizonte - MG.",(31) 32469560,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-19.83521,-43.93315
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL GOIANIA,31361810,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE ARCANJO SANTIAGO, 300 GOIANIA. 31950-100 Belo Horizonte - MG.",(31) 32468549,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-19.87259745,-43.89856863
